🕘️更新时间,#genre#
CCTV-1,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=cctv1&zy.m3u8
CCTV-1,http://120.40.63.59:1000/rtp/239.61.3.61:9884
CCTV-1,http://117.86.48.172:8888/rtp/239.49.8.19:9614
CCTV-1,http://221.10.226.195:5000/rtp/239.0.0.10:5140
CCTV-1,http://111.127.156.228:51234/rtp/239.29.0.113:5000
CCTV-1,http://106.116.243.102:9999/rtp/239.254.200.45:8008
CCTV-1,http://117.86.48.172:8888/rtp/239.49.8.129:6000
CCTV-1,http://114.254.38.155:18888/rtp/239.3.1.129:8008
CCTV-1,http://61.176.4.92:40001/rtp/232.0.0.27:1234
CCTV-1,http://111.162.206.18:8686/rtp/225.1.1.120:5002
CCTV-1,http://114.100.195.95:4022/rtp/238.1.78.166:7200
CCTV-1,http://111.113.88.135:2000/rtp/239.121.4.113:8636
CCTV-1,http://27.184.64.40:58888/rtp/239.254.200.45:8008
CCTV-1,http://116.2.171.161:4010/rtp/232.0.0.27:1234
CCTV-2,http://pa.kuangdeng.top:8081/hls/2/index.m3u8
CCTV-2,http://120.40.63.59:1000/rtp/239.61.2.174:9032
CCTV-2,http://106.116.243.102:9999/rtp/239.254.200.158:6000
CCTV-2,http://111.113.88.135:2000/rtp/239.121.4.155:8914
CCTV-2,http://221.10.226.195:5000/rtp/239.0.0.11:5140
CCTV-2,http://111.127.156.228:51234/rtp/239.29.0.116:5000
CCTV-2,http://61.176.4.92:40001/rtp/232.0.0.135:1234
CCTV-2,http://117.86.48.172:8888/rtp/239.49.8.50:9802
CCTV-2,http://220.169.100.41:10087/udp/239.76.253.152:9000
CCTV-2,http://114.254.38.155:18888/rtp/239.3.1.60:8084
CCTV-2,http://111.162.206.18:8686/rtp/225.1.1.133:5002
CCTV-2,http://114.100.195.95:4022/rtp/238.1.78.235:7752
CCTV-2,http://223.198.241.28:4000/rtp/239.253.64.195:5140
CCTV-2,http://116.2.171.161:4010/rtp/232.0.0.135:1234
CCTV-2,http://27.184.64.40:58888/rtp/239.254.200.158:6000
CCTV-3,http://pa.kuangdeng.top:8081/hls/3/index.m3u8
CCTV-3,http://114.100.195.95:4022/rtp/238.1.78.170:7232
CCTV-3,http://221.10.226.195:5000/rtp/239.0.0.12:5140
CCTV-3,http://111.127.156.228:51234/rtp/239.29.1.133:5000
CCTV-3,http://120.40.63.59:1000/rtp/239.61.3.34:9722
CCTV-3,http://106.116.243.102:9999/rtp/239.254.201.152:7205
CCTV-3,http://61.176.4.92:40001/rtp/232.0.0.170:1234
CCTV-3,http://111.113.88.135:2000/rtp/239.121.4.151:8890
CCTV-3,http://114.254.38.155:18888/rtp/239.3.1.172:8001
CCTV-3,http://117.174.25.254:8188/rtp/239.0.0.12:5140
CCTV-3,http://111.162.206.18:8686/rtp/225.1.1.158:5002
CCTV-3,http://223.198.241.28:4000/rtp/239.253.64.244:5140
CCTV-3,http://27.184.64.40:58888/rtp/239.254.201.152:7205
CCTV-3,http://116.2.171.161:4010/rtp/232.0.0.170:1234
CCTV-3,http://www.520345.xyz:8188/rtp/239.69.1.122:10370
CCTV-4,http://211.101.246.236:35455/youtube/SdzewdkJa-o
CCTV-4,https://uvotv-aniview.global.ssl.fastly.net/hls/live/2119696/cctv4/playlist.m3u8
CCTV-4,http://pa.kuangdeng.top:8081/hls/4/index.m3u8
CCTV-4,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=cctv4&zy.m3u8
CCTV-4,http://120.40.63.59:1000/rtp/239.61.2.206:9224
CCTV-4,http://221.10.226.195:5000/rtp/239.0.0.13:5140
CCTV-4,http://111.127.156.228:51234/rtp/239.29.0.87:5000
CCTV-4,http://61.176.4.92:40001/rtp/232.0.0.53:1234
CCTV-4,http://61.176.4.92:40001/rtp/232.0.0.201:1234
CCTV-4,http://117.86.48.172:8888/rtp/239.49.8.131:6000
CCTV-4,http://111.127.156.228:51234/rtp/239.29.1.144:5000
CCTV-4,http://117.174.25.254:8188/rtp/239.0.0.13:5140
CCTV-4,http://111.162.206.18:8686/rtp/225.1.1.150:5002
CCTV-4,http://111.113.88.135:2000/rtp/239.121.4.134:8786
CCTV-4,http://111.113.88.135:2000/rtp/239.121.4.123:8000
CCTV-5,http://pa.kuangdeng.top:8081/hls/5/index.m3u8
CCTV-5,http://120.40.63.59:1000/rtp/239.61.3.35:9728
CCTV-5,http://111.162.206.18:8686/rtp/225.1.1.160:5002
CCTV-5,http://61.176.4.92:40001/rtp/232.0.0.171:1234
CCTV-5,https://ldcctvwbcdbd.a.bdydns.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8
CCTV-5,http://27.184.64.40:58888/rtp/239.254.201.153:7206
CCTV-5,http://111.113.88.135:2000/rtp/239.121.4.152:8896
CCTV-5,http://117.86.48.172:8888/rtp/239.49.1.5:6000
CCTV-5,http://114.100.195.95:4022/rtp/238.1.78.171:7240
CCTV-5,http://114.254.38.155:18888/rtp/239.3.1.173:8001
CCTV-5,http://111.127.156.228:51234/rtp/239.29.1.134:5000
CCTV-5,http://106.116.243.102:9999/rtp/239.254.201.153:7206
CCTV-5,http://116.234.24.88:4022/rtp/239.45.1.69:5140
CCTV-5,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGouanh3bHR4LmNvbTo4MDAzL2NjdHY1Lm0zdTg=
CCTV-5,http://223.167.245.215:8001/rtp/239.45.1.69:5140
CCTV-5+,http://pa.kuangdeng.top:8081/hls/34/index.m3u8
CCTV-5+,http://120.40.63.59:1000/rtp/239.61.2.171:9014
CCTV-5+,http://117.86.48.172:8888/rtp/239.49.8.18:9610
CCTV-5+,http://111.162.206.18:8686/rtp/225.1.1.121:5002
CCTV-5+,http://27.184.64.40:58888/rtp/239.254.200.46:8004
CCTV-5+,http://111.113.88.135:2000/rtp/239.121.4.140:8852
CCTV-5+,http://59.173.120.39:4022/rtp/239.254.96.234:9484
CCTV-5+,http://114.254.38.155:18888/rtp/239.3.1.130:8004
CCTV-5+,http://106.116.243.102:9999/rtp/239.254.200.46:8004
CCTV-5+,http://114.100.195.95:4022/rtp/238.1.78.237:7768
CCTV-5+,http://106.59.3.76:55555/rtp/239.200.200.9:8004
CCTV-5+,http://183.162.104.68:8888/rtp/238.1.78.237:7768
CCTV-5+,http://221.10.226.195:5000/rtp/239.0.0.22:5140
CCTV-6,http://pa.kuangdeng.top:8081/hls/6/index.m3u8
CCTV-6,http://120.40.63.59:1000/rtp/239.61.3.36:9734
CCTV-6,http://61.176.4.92:40001/rtp/232.0.0.172:1234
CCTV-6,http://111.162.206.18:8686/rtp/225.1.1.195:5002
CCTV-6,http://111.113.88.135:2000/rtp/239.121.4.153:8902
CCTV-6,http://27.184.64.40:58888/rtp/239.254.201.154:7207
CCTV-6,http://59.173.120.39:4022/rtp/239.69.1.124:10382
CCTV-6,http://116.234.24.88:4022/rtp/239.45.1.70:5140
CCTV-6,http://117.86.48.172:8888/rtp/239.49.1.6:6000
CCTV-6,http://117.174.25.254:8188/rtp/239.0.0.15:5140
CCTV-6,http://114.254.38.155:18888/rtp/239.3.1.174:8001
CCTV-6,http://111.127.156.228:51234/rtp/239.29.1.135:5000
CCTV-6,http://106.59.3.76:55555/rtp/239.200.200.21:9020
CCTV-6,http://115.171.216.75:4000/rtp/225.1.8.84:8000
CCTV-6,http://106.116.243.102:9999/rtp/239.254.201.154:7207
CCTV-7,http://pa.kuangdeng.top:8081/hls/7/index.m3u8
CCTV-7,http://120.40.63.59:1000/rtp/239.61.2.175:9038
CCTV-7,http://111.162.206.18:8686/rtp/225.1.1.138:5002
CCTV-7,http://111.113.88.135:2000/rtp/239.121.4.156:8920
CCTV-7,http://116.234.24.88:4022/rtp/239.45.3.56:5140
CCTV-7,http://59.173.120.39:4022/rtp/239.69.1.103:10256
CCTV-7,http://117.86.48.172:8888/rtp/239.49.1.254:6000
CCTV-7,http://114.100.195.95:4022/rtp/238.1.78.239:7784
CCTV-7,http://221.10.226.195:5000/rtp/239.0.0.16:5140
CCTV-7,http://114.254.38.155:18888/rtp/239.3.1.61:8104
CCTV-7,http://111.127.156.228:51234/rtp/239.29.0.117:5000
CCTV-7,http://106.116.243.102:9999/rtp/239.254.200.159:6000
CCTV-7,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGouanh3bHR4LmNvbTo4MDAzL2NjdHY3Lm0zdTg=
CCTV-7,http://183.220.20.17:4321/rtp/239.11.0.110:5140
CCTV-7,http://223.167.245.215:8001/rtp/239.45.3.56:5140
CCTV-8,http://pa.kuangdeng.top:8081/hls/8/index.m3u8
CCTV-8,http://120.40.63.59:1000/rtp/239.61.3.37:9740
CCTV-8,http://111.162.206.18:8686/rtp/225.1.1.196:5002
CCTV-8,http://61.176.4.92:40001/rtp/232.0.0.173:1234
CCTV-8,http://27.184.64.40:58888/rtp/239.254.201.155:7208
CCTV-8,http://116.234.24.88:4022/rtp/239.45.1.71:5140
CCTV-8,http://114.254.38.155:18888/rtp/239.3.1.175:8001
CCTV-8,http://59.173.120.39:4022/rtp/239.69.1.125:10388
CCTV-8,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGouanh3bHR4LmNvbTo4MDAzL2NjdHY4Lm0zdTg=
CCTV-8,http://117.86.48.172:8888/rtp/239.49.1.8:6000
CCTV-8,http://116.2.171.161:4010/rtp/232.0.0.173:1234
CCTV-8,http://183.220.20.17:4321/rtp/239.11.0.103:5140
CCTV-8,http://114.100.195.95:4022/rtp/238.1.78.173:7256
CCTV-8,http://106.116.243.102:9999/rtp/239.254.201.155:7208
CCTV-8,http://111.113.88.135:2000/rtp/239.121.4.154:8908
CCTV-9,http://pa.kuangdeng.top:8081/hls/9/index.m3u8
CCTV-9,http://111.162.206.18:8686/rtp/225.1.1.119:5002
CCTV-9,http://120.40.63.59:1000/rtp/239.61.2.172:9020
CCTV-9,http://117.86.48.172:8888/rtp/239.49.8.53:9814
CCTV-9,http://61.176.4.92:40001/rtp/232.0.0.137:1234
CCTV-9,http://114.254.38.155:18888/rtp/239.3.1.62:8112
CCTV-9,http://27.184.64.40:58888/rtp/239.254.200.59:8112
CCTV-9,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGouanh3bHR4LmNvbTo4MDAzL2NjdHY5Lm0zdTg=
CCTV-9,http://59.173.120.39:4022/rtp/239.69.1.104:10262
CCTV-9,http://116.234.24.88:4022/rtp/239.45.3.4:5140
CCTV-9,http://117.174.25.254:8188/rtp/239.0.0.18:5140
CCTV-9,http://114.100.195.95:4022/rtp/238.1.78.240:7792
CCTV-9,http://221.10.226.195:5000/rtp/239.0.0.18:5140
CCTV-9,http://111.127.156.228:51234/rtp/239.29.0.118:5000
CCTV-9,http://113.26.202.52:1299/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://pa.kuangdeng.top:8081/hls/10/index.m3u8
CCTV-10,http://111.162.206.18:8686/rtp/225.1.1.140:5002
CCTV-10,http://120.40.63.59:1000/rtp/239.61.2.176:9044
CCTV-10,http://61.176.4.92:40001/rtp/232.0.0.138:1234
CCTV-10,http://27.184.64.40:58888/rtp/239.254.200.160:6000
CCTV-10,http://59.173.120.39:4022/rtp/239.69.1.105:10268
CCTV-10,http://106.116.243.102:9999/rtp/239.254.200.160:6000
CCTV-10,http://114.100.195.95:4022/rtp/238.1.78.241:7800
CCTV-10,http://117.174.25.254:8188/rtp/239.0.0.19:5140
CCTV-10,http://114.254.38.155:18888/rtp/239.3.1.63:8116
CCTV-10,http://221.10.226.195:5000/rtp/239.0.0.19:5140
CCTV-10,http://115.171.216.75:4000/rtp/225.1.8.10:8116
CCTV-10,http://116.2.171.161:4010/rtp/232.0.0.138:1234
CCTV-10,http://111.127.156.228:51234/rtp/239.29.0.119:5000
CCTV-10,http://116.234.24.88:4022/rtp/239.45.3.8:5140
CCTV-11,http://pa.kuangdeng.top:8081/hls/11/index.m3u8
CCTV-11,http://111.162.206.18:8686/rtp/225.1.2.192:5002
CCTV-11,http://120.40.63.59:1000/rtp/239.61.2.21:8120
CCTV-11,http://61.176.4.92:40001/rtp/232.0.0.178:1234
CCTV-11,http://27.184.64.40:58888/rtp/239.254.201.123:8120
CCTV-11,http://114.100.195.95:4022/rtp/238.1.78.206:7502
CCTV-11,http://59.173.120.39:4022/rtp/239.69.1.154:10560
CCTV-11,http://116.2.171.161:4010/rtp/232.0.0.178:1234
CCTV-11,http://117.174.25.254:8188/rtp/239.0.0.187:5140
CCTV-11,http://223.198.241.28:4000/rtp/239.253.64.70:5140
CCTV-11,http://117.86.48.172:8888/rtp/239.49.1.11:6000
CCTV-11,http://106.116.243.102:9999/rtp/239.254.201.123:8120
CCTV-11,http://183.162.104.68:8888/rtp/238.1.78.206:7502
CCTV-11,http://114.254.38.155:18888/rtp/239.3.1.152:8120
CCTV-11,http://116.234.24.88:4022/rtp/239.45.1.196:5140
CCTV-12,http://pa.kuangdeng.top:8081/hls/12/index.m3u8
CCTV-12,http://111.162.206.18:8686/rtp/225.1.1.142:5002
CCTV-12,http://120.40.63.59:1000/rtp/239.61.2.177:9050
CCTV-12,http://117.86.48.172:8888/rtp/239.49.8.55:9822
CCTV-12,http://27.184.64.40:58888/rtp/239.254.200.161:6000
CCTV-12,http://59.173.120.39:4022/rtp/239.69.1.106:10274
CCTV-12,http://114.100.195.95:4022/rtp/238.1.78.242:7808
CCTV-12,http://114.254.38.155:18888/rtp/239.3.1.64:8124
CCTV-12,http://223.198.241.28:4000/rtp/239.253.64.97:5140
CCTV-12,http://116.2.171.161:4010/rtp/232.0.0.139:1234
CCTV-12,http://116.234.24.88:4022/rtp/239.45.3.10:5140
CCTV-12,http://183.162.104.68:8888/rtp/238.1.78.242:7808
CCTV-12,http://111.113.88.135:2000/rtp/239.121.4.159:8938
CCTV-12,http://221.10.226.195:5000/rtp/239.0.0.20:5140
CCTV-12,http://106.116.243.102:9999/rtp/239.254.200.161:6000
CCTV-13,http://110.42.37.69:6688/live/live.php?token=zUA1TRLJ9Q&id=cctv13&zy.m3u8
CCTV-13,http://111.162.206.18:8686/rtp/225.1.2.193:5002
CCTV-13,http://120.40.63.59:1000/rtp/239.61.2.23:8132
CCTV-13,http://pa.kuangdeng.top:8081/hls/13/index.m3u8
CCTV-13,http://61.176.4.92:40001/rtp/232.0.0.15:1234
CCTV-13,http://27.184.64.40:58888/rtp/239.254.200.9:8264
CCTV-13,http://59.173.120.39:4022/rtp/239.254.96.161:9040
CCTV-13,http://117.86.48.172:8888/rtp/239.49.1.13:6000
CCTV-13,http://114.254.38.155:18888/rtp/239.3.1.124:8128
CCTV-13,http://114.100.195.95:4022/rtp/238.1.79.35:4392
CCTV-13,http://183.162.104.68:8888/rtp/238.1.79.35:4392
CCTV-13,http://106.116.243.102:9999/rtp/239.254.200.9:8264
CCTV-13,http://116.2.171.161:4010/rtp/232.0.0.15:1234
CCTV-13,http://223.198.241.28:4000/rtp/239.253.64.59:5140
CCTV-13,http://115.171.216.111:4000/rtp/225.1.8.168:8130
CCTV-14,http://pa.kuangdeng.top:8081/hls/14/index.m3u8
CCTV-14,http://111.162.206.18:8686/rtp/225.1.1.144:5002
CCTV-14,http://120.40.63.59:1000/rtp/239.61.2.178:9056
CCTV-14,http://61.176.4.92:40001/rtp/232.0.0.140:1234
CCTV-14,http://106.116.243.102:9999/rtp/239.254.200.162:6000
CCTV-14,http://223.198.241.28:4000/rtp/239.253.64.115:5140
CCTV-14,http://114.254.38.155:18888/rtp/239.3.1.65:8132
CCTV-14,http://117.174.25.254:8188/rtp/239.0.0.21:5140
CCTV-14,http://27.184.64.40:58888/rtp/239.254.200.162:6000
CCTV-14,http://221.10.226.195:5000/rtp/239.0.0.21:5140
CCTV-14,http://183.162.104.68:8888/rtp/238.1.78.243:7816
CCTV-14,http://116.234.24.88:4022/rtp/239.45.3.23:5140
CCTV-14,http://111.113.88.135:2000/rtp/239.121.4.160:8944
CCTV-14,http://gaoyitv.6600.org:9901/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://115.171.216.111:4000/rtp/225.1.8.14:8132
CCTV-15,http://pa.kuangdeng.top:8081/hls/15/index.m3u8
CCTV-15,http://111.162.206.18:8686/rtp/225.1.2.194:5002
CCTV-15,http://120.40.63.59:1000/rtp/239.61.2.25:8144
CCTV-15,http://61.176.4.92:40001/rtp/232.0.0.179:1234
CCTV-15,http://27.184.64.40:58888/rtp/239.254.201.124:8136
CCTV-15,http://59.173.120.39:4022/rtp/239.69.1.155:10566
CCTV-15,http://114.100.195.95:4022/rtp/238.1.78.222:7648
CCTV-15,http://117.174.25.254:8188/rtp/239.0.0.188:5140
CCTV-15,http://117.86.48.172:8888/rtp/239.49.1.15:6000
CCTV-15,http://183.162.104.68:8888/rtp/238.1.78.222:7648
CCTV-15,http://221.10.226.195:5000/rtp/239.0.0.188:5140
CCTV-15,http://223.198.241.28:4000/rtp/239.253.64.72:5140
CCTV-15,http://106.116.243.102:9999/rtp/239.254.201.124:8136
CCTV-15,http://www.520345.xyz:8188/rtp/239.69.1.155:10566
CCTV-15,http://116.234.24.88:4022/rtp/239.45.1.200:5140
CCTV-16,http://219.147.245.238:25380/newlive/live/hls/58/live.m3u8
CCTV-16,http://111.162.206.18:8686/rtp/225.1.2.237:5002
CCTV-16,http://61.176.4.92:40001/rtp/232.0.0.182:1234
CCTV-16,http://223.198.241.28:4000/rtp/239.253.64.126:5140
CCTV-16,http://106.59.3.76:55555/rtp/239.200.200.193:8776
CCTV-16,http://61.149.251.202:4022/rtp/239.3.1.184:8001
CCTV-16,http://59.173.120.39:4022/rtp/239.69.1.247:11124
CCTV-16,http://106.59.3.76:55555/rtp/239.200.200.194:8780
CCTV-16,http://114.254.38.155:18888/rtp/239.3.1.184:8001
CCTV-16,http://111.127.156.228:51234/rtp/239.29.1.149:5000
CCTV-16,http://116.2.171.161:4010/rtp/232.0.0.182:1234
CCTV-16,http://111.113.88.135:2000/rtp/239.121.4.122:8008
CCTV-16,http://223.198.241.28:4000/rtp/239.253.64.251:5140
CCTV-17,http://111.162.206.18:8686/rtp/225.1.2.52:5002
CCTV-17,http://120.40.63.59:1000/rtp/239.61.3.9:9572
CCTV-17,http://117.86.48.172:8888/rtp/239.49.8.52:9810
CCTV-17,http://27.184.64.40:58888/rtp/239.254.201.120:8144
CCTV-17,http://117.174.25.254:8188/rtp/239.0.0.152:5140
CCTV-17,http://223.198.241.28:4000/rtp/239.253.64.67:5140
CCTV-17,http://www.520345.xyz:8188/rtp/239.69.1.152:10548
CCTV-17,http://116.2.171.161:4010/rtp/232.0.0.230:1234
CCTV-17,http://221.10.226.195:5000/rtp/239.0.0.152:5140
CCTV-17,http://114.100.195.95:4022/rtp/238.1.78.178:7296
CCTV-17,http://116.234.24.88:4022/rtp/239.45.3.52:5140
CCTV-17,http://106.116.243.102:9999/rtp/239.254.201.120:8144
CCTV-17,http://59.173.120.39:4022/rtp/239.69.1.152:10548
CCTV-17,http://111.127.156.228:51234/rtp/239.29.1.145:5000
CCTV-17,http://114.254.38.155:18888/rtp/239.3.1.151:8144
CETV4,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8

🐧┃卫视频道┃🏡,#genre#
东方卫视,http://pa.kuangdeng.top:8081/hls/26/index.m3u8
东方卫视,http://111.162.206.18:8686/rtp/225.1.2.31:5002
东方卫视,http://120.40.63.59:1000/rtp/239.61.2.28:8162
东方卫视,http://61.176.4.92:40001/rtp/232.0.0.122:1234
东方卫视,http://27.184.64.40:58888/rtp/239.254.200.52:8032
东方卫视,http://116.234.24.88:4022/rtp/239.45.3.146:5140
东方卫视,http://59.173.120.39:4022/rtp/239.254.96.142:8926
东方卫视,http://114.254.38.155:18888/rtp/239.3.1.136:8032
东方卫视,http://114.100.195.95:4022/rtp/238.1.78.163:7176
东方卫视,http://111.127.156.228:51234/rtp/239.29.0.97:5000
东方卫视,http://116.2.171.161:4010/rtp/232.0.0.122:1234
东方卫视,http://117.86.48.172:8888/rtp/239.49.8.17:9606
浙江卫视,http://pa.kuangdeng.top:8081/hls/18/index.m3u8
浙江卫视,http://111.162.206.18:8686/rtp/225.1.1.112:5002
浙江卫视,http://120.40.63.59:1000/rtp/239.61.2.29:8168
浙江卫视,http://117.86.48.172:8888/rtp/239.49.8.20:9618
浙江卫视,http://117.176.215.210:24088/rtp/239.11.0.70:5140
浙江卫视,http://61.176.4.92:40001/rtp/232.0.0.123:1234
浙江卫视,http://27.184.64.40:58888/rtp/239.254.200.53:8036
浙江卫视,http://116.234.24.88:4022/rtp/239.45.3.178:5140
浙江卫视,http://114.254.38.155:18888/rtp/239.3.1.137:8036
浙江卫视,http://106.116.243.102:9999/rtp/239.254.200.53:8036
浙江卫视,http://117.174.25.254:8188/rtp/239.0.0.61:5140
浙江卫视,http://114.100.195.95:4022/rtp/238.1.78.164:7184
浙江卫视,http://111.127.156.228:51234/rtp/239.29.0.96:5000
浙江卫视,http://116.2.171.161:4010/rtp/232.0.0.123:1234
浙江卫视,http://120.202.94.181:9446/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://pa.kuangdeng.top:8081/hls/16/index.m3u8
湖南卫视,http://111.162.206.18:8686/rtp/225.1.1.114:5002
湖南卫视,http://120.40.63.59:1000/rtp/239.61.2.31:8180
湖南卫视,http://117.86.48.172:8888/rtp/239.49.8.12:9418
湖南卫视,http://61.176.4.92:40001/rtp/232.0.0.115:1234
湖南卫视,http://117.86.48.172:8888/rtp/239.49.8.142:6000
湖南卫视,http://27.184.64.40:58888/rtp/239.254.200.48:8012
湖南卫视,http://223.198.241.28:4000/rtp/239.253.64.114:5140
湖南卫视,http://111.113.88.135:2000/rtp/239.121.4.114:8666
湖南卫视,http://59.173.120.39:4022/rtp/239.254.96.139:8908
湖南卫视,http://114.100.195.95:4022/rtp/238.1.78.160:7152
湖南卫视,http://114.254.38.155:18888/rtp/239.3.1.132:8012
湖南卫视,http://116.234.24.88:4022/rtp/239.45.3.228:5140
湖南卫视,http://111.127.156.228:51234/rtp/239.29.0.90:5000
江苏卫视,http://pa.kuangdeng.top:8081/hls/19/index.m3u8
江苏卫视,http://111.162.206.18:8686/rtp/225.1.1.126:5002
江苏卫视,http://120.40.63.59:1000/rtp/239.61.2.30:8174
江苏卫视,http://61.176.4.92:40001/rtp/232.0.0.116:1234
江苏卫视,http://117.86.48.172:8888/rtp/239.49.8.16:9602
江苏卫视,http://116.234.24.88:4022/rtp/239.45.3.177:5140
